n,p,seed,k,method,found,solution,valid,timeout,num_variables,num_clauses,encoding_time,solver_time,total_time
60,0.5,2,18,backtracking,False,[],True,False,,,,0.4612267999999915,0.4612267999999915
60,0.5,2,18,minisat,False,[],True,False,816,2358,0.005147999999991271,0.020115099999998165,0.025263099999989436
60,0.5,2,18,cadical,False,[],True,False,816,2358,0.005147999999991271,0.03390049999998723,0.0390484999999785
60,0.5,2,24,backtracking,False,[],True,False,,,,0.21349910000000705,0.21349910000000705
60,0.5,2,24,minisat,False,[],True,False,924,2586,0.012908699999996998,0.023832300000009354,0.03674100000000635
60,0.5,2,24,cadical,False,[],True,False,924,2586,0.012908699999996998,0.05335029999997687,0.06625899999997387
60,0.5,3,18,backtracking,False,[],True,False,,,,0.529548200000022,0.529548200000022
60,0.5,3,18,minisat,False,[],True,False,816,2398,0.010432299999990846,0.03053520000000276,0.040967499999993606
60,0.5,3,18,cadical,False,[],True,False,816,2398,0.010432299999990846,0.05131639999999038,0.06174869999998123
60,0.5,3,24,backtracking,False,[],True,False,,,,0.2928890000000024,0.2928890000000024
60,0.5,3,24,minisat,False,[],True,False,924,2626,0.011501899999984744,0.03359920000002603,0.045101100000010774
60,0.5,3,24,cadical,False,[],True,False,924,2626,0.011501899999984744,0.027309500000001208,0.03881139999998595
60,0.8,1,18,backtracking,False,[],True,False,,,,0.037785000000042146,0.037785000000042146
60,0.8,1,18,minisat,False,[],True,False,816,2889,0.006535500000040884,0.022103899999990517,0.0286394000000314
60,0.8,1,18,cadical,False,[],True,False,816,2889,0.006535500000040884,0.02493850000001885,0.03147400000005973
60,0.8,1,24,backtracking,False,[],True,False,,,,0.028415800000004765,0.028415800000004765
60,0.8,1,24,minisat,False,[],True,False,924,3117,0.00753879999996343,0.015919400000029782,0.023458199999993212
60,0.8,1,24,cadical,False,[],True,False,924,3117,0.00753879999996343,0.028233300000010786,0.035772099999974216
60,0.8,2,18,backtracking,False,[],True,False,,,,0.033831999999961226,0.033831999999961226
60,0.8,2,18,minisat,False,[],True,False,816,2902,0.006204700000012053,0.015081300000019837,0.02128600000003189
60,0.8,2,18,cadical,False,[],True,False,816,2902,0.006204700000012053,0.02786079999998492,0.03406549999999697
60,0.8,2,24,backtracking,False,[],True,False,,,,0.025333600000010392,0.025333600000010392
60,0.8,2,24,minisat,False,[],True,False,924,3130,0.008137500000032105,0.03086039999999457,0.038997900000026675
60,0.8,2,24,cadical,False,[],True,False,924,3130,0.008137500000032105,0.04130570000000944,0.04944320000004154
60,0.8,3,18,backtracking,False,[],True,False,,,,0.11023929999998927,0.11023929999998927
60,0.8,3,18,minisat,False,[],True,False,816,2907,0.015793799999983094,0.02475189999995564,0.040545699999938734
60,0.8,3,18,cadical,False,[],True,False,816,2907,0.015793799999983094,0.0326846000000387,0.04847840000002179
60,0.8,3,24,backtracking,False,[],True,False,,,,0.028816299999959938,0.028816299999959938
60,0.8,3,24,minisat,False,[],True,False,924,3135,0.009795600000018112,0.01578409999996211,0.02557969999998022
60,0.8,3,24,cadical,False,[],True,False,924,3135,0.009795600000018112,0.030475300000034622,0.040270900000052734
